species;biomass;NumberAdults;TrapID;Exploratory;plot;PlotIDYear;month;year;Order;Suborder;Family;Genus;epitheton;subspecies;length;feeding_guild;LUI;replicate;Rep_ID
Notostira elongata;27.77762705;2;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;1.24;A;AEG27-KEFAug2008A
Adarrus multinotatus;38.14158926;20;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Adarrus;multinotatus;;3.13;h;1.24;A;AEG27-KEFAug2008A
Deltocephalus pulicaris;1.400386152;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;1.24;A;AEG27-KEFAug2008A
Emelyanoviana mollicula;6.969954624;3;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Emelyanoviana;mollicula;;3.4;h;1.24;A;AEG27-KEFAug2008A
Phyllotreta striolata;0.574331658;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Phyllotreta;striolata;;1.9;h;1.24;A;AEG27-KEFAug2008A
Philaenus spumarius;9.3712384;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.24;A;AEG27-KEFAug2008A
Hardya tenuis;4.485252586;2;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Hardya;tenuis;;3.35;h;1.24;A;AEG27-KEFAug2008A
Ditropsis flavipes;1.924854537;2;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Fulgoromorpha;Delphacidae;Ditropsis;flavipes;;2.35;h;1.24;A;AEG27-KEFAug2008A
Macrosteles laevis;2.662795209;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;1.24;A;AEG27-KEFAug2008A
Turrutus socialis;224.2626293;100;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Turrutus;socialis;;3.35;h;1.24;B;AEG27-KEFAug2008B
Psammotettix cephalotes;48.25019689;24;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;cephalotes;;3.2;h;1.24;B;AEG27-KEFAug2008B
Ditropsis flavipes;2.887281805;3;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Fulgoromorpha;Delphacidae;Ditropsis;flavipes;;2.35;h;1.24;B;AEG27-KEFAug2008B
Sitona sulcifrons;2.646757662;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Sitona;sulcifrons;;3.5;h;1.24;B;AEG27-KEFAug2008B
Adarrus multinotatus;32.42035088;17;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Adarrus;multinotatus;;3.13;h;1.24;B;AEG27-KEFAug2008B
Altica oleracea;3.600064267;2;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Altica;oleracea;;3;h;1.24;B;AEG27-KEFAug2008B
Philaenus spumarius;9.3712384;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.24;B;AEG27-KEFAug2008B
Notostira elongata;55.55525411;4;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;1.24;B;AEG27-KEFAug2008B
Emelyanoviana mollicula;4.646636416;2;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Emelyanoviana;mollicula;;3.4;h;1.24;B;AEG27-KEFAug2008B
Euscelis incisus;2.842688769;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;1.24;B;AEG27-KEFAug2008B
Omocestus viridulus;160.5841839;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Orthoptera;Caelifera;Acrididae;Omocestus;viridulus;;18;h;1.24;B;AEG27-KEFAug2008B
Hardya tenuis;2.242626293;1;AEG27-KEFAug2008;ALB;AEG27;AEG27_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Hardya;tenuis;;3.35;h;1.24;B;AEG27-KEFAug2008B
Rhynchaenus fagi;5.033943473;4;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Curculionidae;Rhynchaenus;fagi;;2.6;h;0.63;A;AEG28-KEFJun2008A
Horistus orientalis;8.720731537;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Horistus;orientalis;;6;h;0.63;A;AEG28-KEFJun2008A
Leptopterna ferrugata;536.3575919;33;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Leptopterna;ferrugata;;7.8;h;0.63;A;AEG28-KEFJun2008A
Meligethes aeneus;8.852209882;12;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;0.63;A;AEG28-KEFJun2008A
Euscelis incisus;5.685377537;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;0.63;A;AEG28-KEFJun2008A
Leptopterna dolabrata;56.50587025;3;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Leptopterna;dolabrata;;8.3;h;0.63;A;AEG28-KEFJun2008A
Arthaldeus pascuellus;4.97939237;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;0.63;A;AEG28-KEFJun2008A
Philodromus albidus;7.694991056;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Araneae;Labidognatha;Philodromidae;Philodromus;albidus;;4.12;c;0.63;A;AEG28-KEFJun2008A
Macrosteles laevis;5.325590417;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;0.63;A;AEG28-KEFJun2008A
Errastunus ocellaris;2.242626293;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;0.63;A;AEG28-KEFJun2008A
Trichosirocalus troglodytes;2.516971737;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Curculionidae;Trichosirocalus;troglodytes;;2.6;h;0.63;A;AEG28-KEFJun2008A
Meioneta rurestris;22.4358303;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Araneae;Labidognatha;Linyphiidae;Meioneta;rurestris;;6.23;c;0.63;A;AEG28-KEFJun2008A
Phylloneta impressa;8.227187377;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Araneae;Labidognatha;Theridiidae;Phylloneta;impressa;;4.25;c;0.63;A;AEG28-KEFJun2008A
Sphaeroderma testaceum;1.800032134;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Chrysomelidae;Sphaeroderma;testaceum;;3;h;0.63;A;AEG28-KEFJun2008A
Protapion apricans;1.084686855;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Apionidae;Protapion;apricans;;2.45;h;0.63;A;AEG28-KEFJun2008A
Plagiognathus chrysanthemi;5.189623245;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Plagiognathus;chrysanthemi;;3.6;h;0.63;A;AEG28-KEFJun2008A
Psammotettix confinis;2.662795209;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;confinis;;3.6;h;0.63;A;AEG28-KEFJun2008A
Delphacinus mesomelas;1.723500103;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Fulgoromorpha;Delphacidae;Delphacinus;mesomelas;;3;h;0.63;A;AEG28-KEFJun2008A
Meligethes aeneus;9.589894038;13;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;0.63;B;AEG28-KEFJun2008B
Leptopterna ferrugata;682.6369351;42;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Leptopterna;ferrugata;;7.8;h;0.63;B;AEG28-KEFJun2008B
Tychius picirostris;0.782399543;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Curculionidae;Tychius;picirostris;;2.15;h;0.63;B;AEG28-KEFJun2008B
Rhynchaenus fagi;8.809401077;7;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Curculionidae;Rhynchaenus;fagi;;2.6;h;0.63;B;AEG28-KEFJun2008B
Macrosteles laevis;13.31397604;5;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;0.63;B;AEG28-KEFJun2008B
Megaloceroea recticornis;22.82535154;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Megaloceroea;recticornis;;9;h;0.63;B;AEG28-KEFJun2008B
Plagiognathus chrysanthemi;5.189623245;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Plagiognathus;chrysanthemi;;3.6;h;0.63;B;AEG28-KEFJun2008B
Euscelis incisus;2.842688769;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;0.63;B;AEG28-KEFJun2008B
Labidostomis longimana;7.296564364;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Chrysomelidae;Labidostomis;longimana;;5.25;h;0.63;B;AEG28-KEFJun2008B
Trichosirocalus troglodytes;2.516971737;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Coleoptera;Polyphaga;Curculionidae;Trichosirocalus;troglodytes;;2.6;h;0.63;B;AEG28-KEFJun2008B
Phylloneta impressa;16.45437475;2;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Araneae;Labidognatha;Theridiidae;Phylloneta;impressa;;4.25;c;0.63;B;AEG28-KEFJun2008B
Calocoris roseomaculatus;13.44157049;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Calocoris;roseomaculatus;;7.2;h;0.63;B;AEG28-KEFJun2008B
Delphacinus mesomelas;1.723500103;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Fulgoromorpha;Delphacidae;Delphacinus;mesomelas;;3;h;0.63;B;AEG28-KEFJun2008B
Deltocephalus pulicaris;1.400386152;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;0.63;B;AEG28-KEFJun2008B
Clubiona diversa;7.19858837;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Araneae;Labidognatha;Clubionidae;Clubiona;diversa;;4;c;0.63;B;AEG28-KEFJun2008B
Notostira elongata;13.88881353;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;0.63;B;AEG28-KEFJun2008B
Psammotettix confinis;2.662795209;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;confinis;;3.6;h;0.63;B;AEG28-KEFJun2008B
Stenotus binotatus;10.93396701;1;AEG28-KEFJun2008;ALB;AEG28;AEG28_2008;Jun;2008;Hemiptera;Heteroptera;Miridae;Stenotus;binotatus;;6.6;h;0.63;B;AEG28-KEFJun2008B
Psammotettix helvolus;30.15637307;15;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;0.63;A;AEG28-KEFAug2008A
Arthaldeus pascuellus;9.958784736;4;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;0.63;A;AEG28-KEFAug2008A
Tychius picirostris;1.564799087;2;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Tychius;picirostris;;2.15;h;0.63;A;AEG28-KEFAug2008A
Euscelis incisus;19.89882138;7;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;0.63;A;AEG28-KEFAug2008A
Notostira erratica;76.40832139;5;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Notostira;erratica;;7.6;h;0.63;A;AEG28-KEFAug2008A
Trigonotylus caelestialium;8.379764695;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;0.63;A;AEG28-KEFAug2008A
Macrosteles laevis;2.662795208;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;0.63;A;AEG28-KEFAug2008A
Athysanus argentarius;14.15032725;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Athysanus;argentarius;;7.25;h;0.63;A;AEG28-KEFAug2008A
Meligethes aeneus;0.737684157;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;0.63;A;AEG28-KEFAug2008A
Deltocephalus pulicaris;1.400386152;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;0.63;A;AEG28-KEFAug2008A
Longitarsus pratensis;0.373683633;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;0.63;A;AEG28-KEFAug2008A
Adelphocoris lineolatus;19.37825854;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Adelphocoris;lineolatus;;8.4;h;0.63;A;AEG28-KEFAug2008A
Protapion fulvipes;0.652944126;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Protapion;fulvipes;;2;h;0.63;A;AEG28-KEFAug2008A
Chorthippus biguttulus;160.5841839;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Orthoptera;Caelifera;Acrididae;Chorthippus;biguttulus;;18;h;0.63;A;AEG28-KEFAug2008A
Longitarsus luridus;0.537274827;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;luridus;;1.85;h;0.63;A;AEG28-KEFAug2008A
Tychius picirostris;3.129598173;4;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Tychius;picirostris;;2.15;h;0.63;B;AEG28-KEFAug2008B
Psammotettix helvolus;24.12509845;12;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;0.63;B;AEG28-KEFAug2008B
Macrosteles laevis;7.988385623;3;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;0.63;B;AEG28-KEFAug2008B
Trigonotylus caelestialium;8.379764695;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;0.63;B;AEG28-KEFAug2008B
Longitarsus luridus;1.074549653;2;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;luridus;;1.85;h;0.63;B;AEG28-KEFAug2008B
Euscelis incisus;42.64033153;15;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;0.63;B;AEG28-KEFAug2008B
Longitarsus pratensis;0.747367266;2;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;0.63;B;AEG28-KEFAug2008B
Lepyronia coleoptrata;11.93215268;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Aphrophoridae;Lepyronia;coleoptrata;;6.75;h;0.63;B;AEG28-KEFAug2008B
Doratura exilis;4.172378463;2;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Doratura;exilis;;3.25;h;0.63;B;AEG28-KEFAug2008B
Deltocephalus pulicaris;1.400386152;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;0.63;B;AEG28-KEFAug2008B
Sitona sulcifrons;2.646757662;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Sitona;sulcifrons;;3.5;h;0.63;B;AEG28-KEFAug2008B
Chorthippus parallelus;321.1683679;2;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;0.63;B;AEG28-KEFAug2008B
Notostira elongata;13.88881353;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;0.63;B;AEG28-KEFAug2008B
Arthaldeus pascuellus;2.489696184;1;AEG28-KEFAug2008;ALB;AEG28;AEG28_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;0.63;B;AEG28-KEFAug2008B
Philaenus spumarius;103.0836224;11;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;2.18;A;AEG03-KEFAug2008A
Protapion fulvipes;2.611776503;4;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Protapion;fulvipes;;2;h;2.18;A;AEG03-KEFAug2008A
Longitarsus pratensis;11.21050899;30;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;2.18;A;AEG03-KEFAug2008A
Nabis pseudoferus;59.23526959;4;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Nabidae;Nabis;pseudoferus;;7.5;c;2.18;A;AEG03-KEFAug2008A
Polymerus unifasciatus;33.51905877;4;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;2.18;A;AEG03-KEFAug2008A
Protapion apricans;28.20185822;26;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Protapion;apricans;;2.45;h;2.18;A;AEG03-KEFAug2008A
Macrosteles laevis;133.1397604;50;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.18;A;AEG03-KEFAug2008A
Chorthippus parallelus;481.7525518;3;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;2.18;A;AEG03-KEFAug2008A
Sitona sulcifrons;7.940272986;3;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Sitona;sulcifrons;;3.5;h;2.18;A;AEG03-KEFAug2008A
Arthaldeus pascuellus;32.3660504;13;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.18;A;AEG03-KEFAug2008A
Notostira erratica;168.0983071;11;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Notostira;erratica;;7.6;h;2.18;A;AEG03-KEFAug2008A
Plagiognathus chrysanthemi;5.189623243;2;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Plagiognathus;chrysanthemi;;3.6;h;2.18;A;AEG03-KEFAug2008A
Ischnopterapion virens;0.828703408;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Ischnopterapion;virens;;2.2;h;2.18;A;AEG03-KEFAug2008A
Carpocoris purpureipennis;45.17488929;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Pentatomidae;Carpocoris;purpureipennis;;12;h;2.18;A;AEG03-KEFAug2008A
Coccinella septempunctata;12.93240756;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Coccinellidae;Coccinella;septempunctata;;6.6;c;2.18;A;AEG03-KEFAug2008A
Longitarsus tabidus;2.646757662;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;tabidus;;3.5;h;2.18;A;AEG03-KEFAug2008A
Sitona lepidus;29.18625746;4;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Sitona;lepidus;;5.25;h;2.18;A;AEG03-KEFAug2008A
Catapion pubescens;1.225763143;2;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Catapion;pubescens;;1.95;h;2.18;A;AEG03-KEFAug2008A
Oulema melanopus;3.696170856;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Oulema;melanopus;;4;h;2.18;A;AEG03-KEFAug2008A
Deltocephalus pulicaris;1.400386152;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.18;A;AEG03-KEFAug2008A
Trigonotylus caelestialium;33.51905877;4;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;2.18;A;AEG03-KEFAug2008A
Longitarsus luridus;1.074549654;2;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;luridus;;1.85;h;2.18;A;AEG03-KEFAug2008A
Trichosirocalus troglodytes;1.258485869;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Trichosirocalus;troglodytes;;2.6;h;2.18;A;AEG03-KEFAug2008A
Lygus rugulipennis;18.629328;3;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Lygus;rugulipennis;;5.2;o;2.18;A;AEG03-KEFAug2008A
Rhinoncus pericarpius;1.725936693;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Rhinoncus;pericarpius;;2.95;h;2.18;A;AEG03-KEFAug2008A
Lygus pratensis;10.54492257;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;2.18;A;AEG03-KEFAug2008A
Athysanus argentarius;14.15032725;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Athysanus;argentarius;;7.25;h;2.18;A;AEG03-KEFAug2008A
Lygus rugulipennis;43.46843199;7;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Lygus;rugulipennis;;5.2;o;2.18;B;AEG03-KEFAug2008B
Macrosteles laevis;181.0700742;68;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.18;B;AEG03-KEFAug2008B
Protapion apricans;34.70997935;32;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Apionidae;Protapion;apricans;;2.45;h;2.18;B;AEG03-KEFAug2008B
Longitarsus pratensis;11.21050899;30;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;2.18;B;AEG03-KEFAug2008B
Gymnetron labile;0.612881572;1;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Coleoptera;Polyphaga;Curculionidae;Gymnetron;labile;;1.95;h;2.18;B;AEG03-KEFAug2008B
Polymerus unifasciatus;50.27858816;6;AEG03-KEFAug2008;ALB;AEG3;AEG3_2008;Aug;2008;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;2.18;B;AEG03-KEFAug2008B
