species;biomass;count;year;plot;month;sampling;epitheton;genus;tribus;subfamily;family;order;class;length;feeding_guild;TrapID;replicate;Rep_ID
Cheloninae;0.843112406;1;2010;B1A20;Jul;2010 main suction Jul 1 A;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B1A20_Jul;B;2010_B1A20_JulB
Adelphocoris lineolatus;19.51539722;1;2010;B1A20;Jul;2010 main suction Jul 1 A;lineolatus;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;8.425;herbivore;2010_B1A20_Jul;B;2010_B1A20_JulB
Mymaridae;0.006147203;1;2010;B1A20;Jul;2010 main suction Jul 1 B;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B1A20_Jul;B;2010_B1A20_JulB
Coryssomerus capucinus;1.583313792;1;2010;B1A20;Jul;2010 main suction Jul 1 B;capucinus;Coryssomerus;NA;;Curculionidae;Coleoptera;Insecta;2.85;herbivore;2010_B1A20_Jul;B;2010_B1A20_JulB
Agyneta rurestris;1.294735959;1;2010;B2A01;Jul;2010 main suction Jul 1 B;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Alysiinae;0.905475714;1;2010;B2A01;Jul;2010 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Aphrodes bicinctus;9.189001532;1;2010;B2A01;Jul;2010 main suction Jul 1 B;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Pteromalidae;16.55328519;1;2010;B2A01;Jul;2010 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Longitarsus luridus;1.61182448;3;2010;B2A01;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Tetracampidae;0.518779667;1;2010;B2A01;Jul;2010 main suction Jul 1 A;;;NA;;Tetracampidae;Hymenoptera;Insecta;2.5;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Euscelis incisus;9.327928526;3;2010;B2A01;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Encyrtidae;0.444107184;3;2010;B2A01;Jul;2010 main suction Jul 1 B;;;NA;;Encyrtidae;Hymenoptera;Insecta;1.65;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Anaceratagallia ribauti;1.757967145;1;2010;B2A01;Jul;2010 main suction Jul 1 B;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Neottiura bimaculata;1.97084488;1;2010;B2A01;Jul;2010 main suction Jul 1 A;bimaculata;Neottiura;NA;;Theridiidae;Araneae;Arachnida;2.5;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Javesella pellucida;2.982111359;1;2010;B2A01;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Cheloninae;0.843112406;1;2010;B2A01;Jul;2010 main suction Jul 1 A;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Eupteryx notata;1.045868373;1;2010;B2A01;Jul;2010 main suction Jul 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B2A01_Jul;A;2010_B2A01_JulA
Aphidiinae;0.572389639;1;2010;B2A01;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Braconinae;5.087975514;1;2010;B2A01;Jul;2010 main suction Jul 1 A;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B2A01_Jul;A;2010_B2A01_JulA
Longitarsus luridus;3.22364896;6;2010;B2A01;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Alysiinae;1.810951428;2;2010;B2A01;Jul;2010 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B2A01_Jul;B;2010_B2A01_JulB
Zyginidia scutellaris;3.244937396;2;2010;B2A01;Jul;2010 main suction Jul 1 B;scutellaris;Zyginidia;NA;;Cicadellidae;Hemiptera;Insecta;2.925;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Cortinicara gibbosa;0.244323227;1;2010;B2A01;Jul;2010 main suction Jul 1 B;gibbosa;Cortinicara;NA;;Latridiidae;Coleoptera;Insecta;1.35;detritivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Euscelis incisus;3.109309509;1;2010;B2A01;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Javesella pellucida;2.982111359;1;2010;B2A01;Jul;2010 main suction Jul 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Aphidiinae;0.572389639;1;2010;B2A01;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B2A01_Jul;B;2010_B2A01_JulB
Emelyanoviana mollicula;2.010424871;1;2010;B2A01;Jul;2010 main suction Jul 1 A;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Longitarsus pratensis;0.373683633;1;2010;B2A01;Jul;2010 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Lygus pratensis;21.28283902;2;2010;B2A01;Jul;2010 main suction Jul 1 B;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B2A01_Jul;B;2010_B2A01_JulB
Psammotettix helvolus;5.591267316;3;2010;B3A09;Jul;2010 main suction Jul 1 B;helvolus;Psammotettix;NA;;Cicadellidae;Hemiptera;Insecta;3.1;herbivore;2010_B3A09_Jul;A;2010_B3A09_JulA
Doryctinae;16.9988618;1;2010;B3A09;Jul;2010 main suction Jul 1 A;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2010_B3A09_Jul;A;2010_B3A09_JulA
Eurytomidae;0.719189495;1;2010;B3A09;Jul;2010 main suction Jul 1 A;;;NA;;Eurytomidae;Hymenoptera;Insecta;2.975;predator;2010_B3A09_Jul;A;2010_B3A09_JulA
Javesella pellucida;26.83900223;9;2010;B3A09;Jul;2010 main suction Jul 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B3A09_Jul;A;2010_B3A09_JulA
Pteromalidae;16.55328519;1;2010;B3A09;Jul;2010 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B3A09_Jul;A;2010_B3A09_JulA
Euscelis incisus;6.218619018;2;2010;B3A09;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A09_Jul;A;2010_B3A09_JulA
Ribautodelphax albostriata;4.249366285;2;2010;B3A09;Jul;2010 main suction Jul 1 A;albostriata;Ribautodelphax;NA;;Delphacidae;Hemiptera;Insecta;3.275;herbivore;2010_B3A09_Jul;A;2010_B3A09_JulA
Tetracampidae;0.518779667;1;2010;B3A09;Jul;2010 main suction Jul 1 B;;;NA;;Tetracampidae;Hymenoptera;Insecta;2.5;predator;2010_B3A09_Jul;A;2010_B3A09_JulA
Agyneta rurestris;1.294735959;1;2010;B3A09;Jul;2010 main suction Jul 1 B;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2010_B3A09_Jul;A;2010_B3A09_JulA
Javesella pellucida;35.7853363;12;2010;B3A09;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B3A09_Jul;B;2010_B3A09_JulB
Ribautodelphax albostriata;2.124683142;1;2010;B3A09;Jul;2010 main suction Jul 1 A;albostriata;Ribautodelphax;NA;;Delphacidae;Hemiptera;Insecta;3.275;herbivore;2010_B3A09_Jul;B;2010_B3A09_JulB
Javesella pellucida;143.1413452;48;2010;B4A11;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Eulophidae;0.483884045;5;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Euscelis incisus;21.76516656;7;2010;B4A11;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Pteromalidae;148.9795667;9;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Lasioglossum politum;4.202342767;1;2010;B4A11;Jul;2010 main suction Jul 1 A;politum;Lasioglossum;NA;;Halictidae;Hymenoptera;Insecta;5;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Platygastridae;0.976187492;2;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Megadelphax sordidula;7.158045925;2;2010;B4A11;Jul;2010 main suction Jul 1 B;sordidula;Megadelphax;NA;;Delphacidae;Hemiptera;Insecta;4.075;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Aphidiinae;2.289558557;4;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Zyginidia scutellaris;1.622468698;1;2010;B4A11;Jul;2010 main suction Jul 1 A;scutellaris;Zyginidia;NA;;Cicadellidae;Hemiptera;Insecta;2.925;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Longitarsus luridus;0.537274827;1;2010;B4A11;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Brassicogethes aeneus;2.950736626;4;2010;B4A11;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Alysiinae;1.810951428;2;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Doryctinae;16.9988618;1;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Anomalinae;27.10246109;1;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Anomalinae;Ichneumonidae;Hymenoptera;Insecta;12.75;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Nabis pseudoferus;14.8088174;1;2010;B4A11;Jul;2010 main suction Jul 1 A;pseudoferus;Nabis;NA;;Nabidae;Hemiptera;Insecta;7.5;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Megophthalmus scanica;1.792831263;1;2010;B4A11;Jul;2010 main suction Jul 1 B;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2010_B4A11_Jul;A;2010_B4A11_JulA
Eucoilidae;1.66647143;2;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Eucoilidae;Hymenoptera;Insecta;2.925;predator;2010_B4A11_Jul;A;2010_B4A11_JulA
Eulophidae;0.677437662;7;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Euscelis incisus;12.43723803;4;2010;B4A11;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Pteromalidae;132.4262815;8;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Javesella pellucida;125.2486771;42;2010;B4A11;Jul;2010 main suction Jul 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Agyneta rurestris;1.294735959;1;2010;B4A11;Jul;2010 main suction Jul 1 A;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Aphidiinae;1.144779278;2;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Brassicogethes aeneus;0.737684157;1;2010;B4A11;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Megadelphax sordidula;25.05316074;7;2010;B4A11;Jul;2010 main suction Jul 1 B;sordidula;Megadelphax;NA;;Delphacidae;Hemiptera;Insecta;4.075;herbivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Rogadinae;6.778724566;2;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Rogadinae;Braconidae;Hymenoptera;Insecta;4.75;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Aphelinidae;0.256164414;3;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Aphelinidae;Hymenoptera;Insecta;1.375;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Didineis lunicornis;9.847541704;1;2010;B4A11;Jul;2010 main suction Jul 1 B;lunicornis;Didineis;NA;;Crabronidae;Hymenoptera;Insecta;6.63;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Opiinae;0.843112406;1;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;Opiinae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Coccinella septempunctata;34.78347912;2;2010;B4A11;Jul;2010 main suction Jul 1 A;septempunctata;Coccinella;NA;;Coccinellidae;Coleoptera;Insecta;7.43;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Figitidae;0.006989731;1;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Figitidae;Hymenoptera;Insecta;0.6;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Aphrodes bicinctus;18.37800306;2;2010;B4A11;Jul;2010 main suction Jul 1 A;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Eurytomidae;3.595947476;5;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;;Eurytomidae;Hymenoptera;Insecta;2.975;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Lygus rugulipennis;6.209775999;1;2010;B4A11;Jul;2010 main suction Jul 1 A;rugulipennis;Lygus;NA;;Miridae;Hemiptera;Insecta;5.2;omnivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Alysiinae;0.905475714;1;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Pachygnatha degeeri;5.067163932;1;2010;B4A11;Jul;2010 main suction Jul 1 B;degeeri;Pachygnatha;NA;;Tetragnathidae;Araneae;Arachnida;3.55;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Eucoilidae;1.66647143;2;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;;Eucoilidae;Hymenoptera;Insecta;2.925;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Scelionidae;1.416894724;1;2010;B4A11;Jul;2010 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Orius niger;0.662440064;1;2010;B4A11;Jul;2010 main suction Jul 1 A;niger;Orius;NA;;Anthocoridae;Hemiptera;Insecta;2.025;omnivore;2010_B4A11_Jul;B;2010_B4A11_JulB
Tetracampidae;0.518779667;1;2010;B4A11;Jul;2010 main suction Jul 1 A;;;NA;;Tetracampidae;Hymenoptera;Insecta;2.5;predator;2010_B4A11_Jul;B;2010_B4A11_JulB
Longitarsus pratensis;1.121050899;3;2010;B4A17;Jul;2010 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B4A17_Jul;A;2010_B4A17_JulA
Eulophidae;0.290330427;3;2010;B4A17;Jul;2010 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Aphrodes makarovi;11.82697832;1;2010;B4A17;Jul;2010 main suction Jul 1 A;makarovi;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.725;herbivore;2010_B4A17_Jul;A;2010_B4A17_JulA
Scelionidae;1.416894724;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Pompilinae;20.84425213;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;Pompilinae;Pompilidae;Hymenoptera;Insecta;8.5;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Eucoilidae;0.833235715;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Eucoilidae;Hymenoptera;Insecta;2.925;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Agyneta rurestris;1.294735959;1;2010;B4A17;Jul;2010 main suction Jul 1 A;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Diapriidae;1.530433547;1;2010;B4A17;Jul;2010 main suction Jul 1 B;;;NA;;Diapriidae;Hymenoptera;Insecta;3.85;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Pteromalidae;16.5532852;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A17_Jul;A;2010_B4A17_JulA
Longitarsus pratensis;0.373683633;1;2010;B4A17;Jul;2010 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Eurytomidae;0.719189495;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Eurytomidae;Hymenoptera;Insecta;2.975;predator;2010_B4A17_Jul;B;2010_B4A17_JulB
Aphidiinae;1.144779278;2;2010;B4A17;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B4A17_Jul;B;2010_B4A17_JulB
Psammotettix helvolus;1.863755772;1;2010;B4A17;Jul;2010 main suction Jul 1 A;helvolus;Psammotettix;NA;;Cicadellidae;Hemiptera;Insecta;3.1;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Aphrodes makarovi;11.82697832;1;2010;B4A17;Jul;2010 main suction Jul 1 A;makarovi;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.725;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Pteromalidae;16.5532852;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A17_Jul;B;2010_B4A17_JulB
Sphecodes puncticeps;7.28551864;1;2010;B4A17;Jul;2010 main suction Jul 1 A;puncticeps;Sphecodes;NA;;Halictidae;Hymenoptera;Insecta;6;predator;2010_B4A17_Jul;B;2010_B4A17_JulB
Javesella pellucida;2.982111359;1;2010;B4A17;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Sitona lineatus;3.696170856;1;2010;B4A17;Jul;2010 main suction Jul 1 B;lineatus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Ischnopterapion virens;0.612881572;1;2010;B4A17;Jul;2010 main suction Jul 1 A;virens;Ischnopterapion;NA;;Apionidae;Coleoptera;Insecta;1.95;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Zyginidia scutellaris;1.622468698;1;2010;B4A17;Jul;2010 main suction Jul 1 B;scutellaris;Zyginidia;NA;;Cicadellidae;Hemiptera;Insecta;2.925;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Platygastridae;0.488093746;1;2010;B4A17;Jul;2010 main suction Jul 1 A;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B4A17_Jul;B;2010_B4A17_JulB
Lygus pratensis;10.64141951;1;2010;B4A17;Jul;2010 main suction Jul 1 B;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B4A17_Jul;B;2010_B4A17_JulB
Javesella pellucida;20.87477951;7;2010;B2A10;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Brassicogethes aeneus;0.737684157;1;2010;B2A10;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Eupteryx notata;1.045868373;1;2010;B2A10;Jul;2010 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Longitarsus luridus;1.074549654;2;2010;B2A10;Jul;2010 main suction Jul 1 A;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Squamapion cineraceum;4.570608881;7;2010;B2A10;Jul;2010 main suction Jul 1 A;cineraceum;Squamapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Sitona hispidulus;7.392341712;2;2010;B2A10;Jul;2010 main suction Jul 1 B;hispidulus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Doryctinae;16.9988618;1;2010;B2A10;Jul;2010 main suction Jul 1 B;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2010_B2A10_Jul;A;2010_B2A10_JulA
Euscelis incisus;12.43723803;4;2010;B2A10;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Longitarsus pratensis;0.373683633;1;2010;B2A10;Jul;2010 main suction Jul 1 B;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Orthocephalus saltator;4.464603535;1;2010;B2A10;Jul;2010 main suction Jul 1 B;saltator;Orthocephalus;NA;;Miridae;Hemiptera;Insecta;4.525;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Halticus apterus;1.226291865;1;2010;B2A10;Jul;2010 main suction Jul 1 A;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A10_Jul;A;2010_B2A10_JulA
Micrargus subaequalis;0.802580866;1;2010;B2A10;Jul;2010 main suction Jul 1 B;subaequalis;Micrargus;NA;;Linyphiidae;Araneae;Arachnida;1.75;predator;2010_B2A10_Jul;A;2010_B2A10_JulA
Longitarsus luridus;3.223648961;6;2010;B2A10;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Squamapion cineraceum;7.182385385;11;2010;B2A10;Jul;2010 main suction Jul 1 B;cineraceum;Squamapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Anaceratagallia ribauti;1.757967145;1;2010;B2A10;Jul;2010 main suction Jul 1 A;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Orthocephalus saltator;17.85841414;4;2010;B2A10;Jul;2010 main suction Jul 1 A;saltator;Orthocephalus;NA;;Miridae;Hemiptera;Insecta;4.525;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Euscelis incisus;12.43723803;4;2010;B2A10;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Ips transversa;0.652944126;1;2010;B2A10;Jul;2010 main suction Jul 1 B;transversa;Ips;NA;;Curculionidae;Coleoptera;Insecta;2;detritivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Eulophidae;0.096776809;1;2010;B2A10;Jul;2010 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B2A10_Jul;B;2010_B2A10_JulB
Anoscopus serratulae;3.275980812;1;2010;B2A10;Jul;2010 main suction Jul 1 B;serratulae;Anoscopus;NA;;Cicadellidae;Hemiptera;Insecta;3.926666667;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Micrargus subaequalis;0.802580866;1;2010;B2A10;Jul;2010 main suction Jul 1 A;subaequalis;Micrargus;NA;;Linyphiidae;Araneae;Arachnida;1.75;predator;2010_B2A10_Jul;B;2010_B2A10_JulB
Javesella pellucida;8.946334076;3;2010;B2A10;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Halticus apterus;1.226291865;1;2010;B2A10;Jul;2010 main suction Jul 1 B;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
Aphrodes bicinctus;18.37800306;2;2010;B2A10;Jul;2010 main suction Jul 1 B;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2010_B2A10_Jul;B;2010_B2A10_JulB
